in s,C1 in V
-5.94076E+00,2.441E-02
-5.94066E+00,7.324E-02
-5.94056E+00,2.441E-02
-5.94046E+00,1.221E-01
-5.94036E+00,7.324E-02
-5.94026E+00,2.441E-02
-5.94016E+00,1.709E-01
-5.94006E+00,2.441E-02
-5.93996E+00,2.441E-02
-5.93986E+00,-2.441E-02
-5.93976E+00,-2.441E-02
-5.93966E+00,2.441E-02
-5.93956E+00,1.221E-01
-5.93946E+00,-2.441E-02
-5.93935E+00,7.324E-02
-5.93925E+00,-1.221E-01
-5.93915E+00,-2.441E-02
-5.93905E+00,-2.441E-02
-5.93895E+00,-2.441E-02
-5.93885E+00,2.441E-02
-5.93875E+00,2.441E-02
-5.93865E+00,-2.441E-02
-5.93855E+00,2.441E-02
-5.93845E+00,7.324E-02
-5.93835E+00,-2.441E-02
-5.93825E+00,-2.441E-02
-5.93815E+00,1.221E-01
-5.93805E+00,1.709E-01
-5.93795E+00,2.441E-02
-5.93785E+00,-7.324E-02
-5.93775E+00,2.686E-01
-5.93765E+00,1.709E-01
-5.93755E+00,2.441E-02
-5.93745E+00,2.441E-02
-5.93735E+00,-7.324E-02
-5.93725E+00,7.324E-02
-5.93715E+00,2.441E-02
-5.93705E+00,-2.441E-02
-5.93695E+00,2.441E-02
-5.93685E+00,7.324E-02
-5.93675E+00,-2.441E-02
-5.93665E+00,2.441E-02
-5.93655E+00,2.441E-02
-5.93645E+00,-2.441E-02
-5.93635E+00,2.441E-02
-5.93625E+00,7.324E-02
-5.93615E+00,-2.441E-02
-5.93605E+00,-2.441E-02
-5.93595E+00,1.221E-01
-5.93585E+00,-2.441E-02
-5.93575E+00,-1.221E-01
-5.93565E+00,7.324E-02
-5.93555E+00,2.441E-02
-5.93545E+00,-2.441E-02
-5.93535E+00,-7.324E-02
-5.93525E+00,2.441E-02
-5.93515E+00,2.441E-02
-5.93505E+00,-2.441E-02
-5.93495E+00,2.441E-02
-5.93485E+00,-7.324E-02
-5.93475E+00,-7.324E-02
-5.93465E+00,2.441E-02
-5.93455E+00,2.441E-02
-5.93445E+00,1.709E-01
-5.93434E+00,-1.709E-01
-5.93424E+00,2.441E-02
-5.93414E+00,7.324E-02
-5.93404E+00,-2.441E-02
-5.93394E+00,-2.441E-02
-5.93384E+00,-2.441E-02
-5.93374E+00,-2.441E-02
-5.93364E+00,-2.441E-02
-5.93354E+00,1.221E-01
-5.93344E+00,2.441E-02
-5.93334E+00,7.324E-02
-5.93324E+00,-2.441E-02
-5.93314E+00,1.221E-01
-5.93304E+00,-2.441E-02
-5.93294E+00,7.324E-02
-5.93284E+00,2.441E-02
-5.93274E+00,-2.441E-02
-5.93264E+00,-2.441E-02
-5.93254E+00,7.324E-02
-5.93244E+00,-2.441E-02
-5.93234E+00,1.221E-01
-5.93224E+00,7.324E-02
-5.93214E+00,7.324E-02
-5.93204E+00,-7.324E-02
-5.93194E+00,2.441E-02
-5.93184E+00,-2.441E-02
-5.93174E+00,-1.221E-01
-5.93164E+00,1.221E-01
-5.93154E+00,-7.324E-02
-5.93144E+00,-2.441E-02
-5.93134E+00,-2.441E-02
-5.93124E+00,-2.441E-02
-5.93114E+00,2.441E-02
-5.93104E+00,2.441E-02
-5.93094E+00,2.197E-01
-5.93084E+00,1.221E-01
-5.93074E+00,7.324E-02
-5.93064E+00,1.221E-01
-5.93054E+00,-7.324E-02
-5.93044E+00,-2.441E-02
-5.93034E+00,1.221E-01
-5.93024E+00,2.441E-02
-5.93014E+00,-2.441E-02
-5.93004E+00,-2.441E-02
-5.92994E+00,7.324E-02
-5.92984E+00,-7.324E-02
-5.92974E+00,7.324E-02
-5.92964E+00,-2.441E-02
-5.92954E+00,2.441E-02
-5.92944E+00,-1.221E-01
-5.92933E+00,-1.221E-01
-5.92923E+00,-2.441E-02
-5.92913E+00,2.441E-02
-5.92903E+00,2.441E-02
-5.92893E+00,2.441E-02
-5.92883E+00,7.324E-02
-5.92873E+00,1.221E-01
-5.92863E+00,-2.686E-01
-5.92853E+00,-2.441E-02
-5.92843E+00,7.324E-02
-5.92833E+00,-7.324E-02
-5.92823E+00,2.441E-02
-5.92813E+00,-7.324E-02
-5.92803E+00,1.221E-01
-5.92793E+00,-2.441E-02
-5.92783E+00,-1.709E-01
-5.92773E+00,2.441E-02
-5.92763E+00,7.324E-02
-5.92753E+00,2.441E-02
-5.92743E+00,-2.441E-02
-5.92733E+00,7.324E-02
-5.92723E+00,1.221E-01
-5.92713E+00,7.324E-02
-5.92703E+00,1.221E-01
-5.92693E+00,-7.324E-02
-5.92683E+00,1.221E-01
-5.92673E+00,1.221E-01
-5.92663E+00,7.324E-02
-5.92653E+00,2.441E-02
-5.92643E+00,1.221E-01
-5.92633E+00,7.324E-02
-5.92623E+00,7.324E-02
-5.92613E+00,1.709E-01
-5.92603E+00,1.709E-01
-5.92593E+00,7.324E-02
-5.92583E+00,2.441E-02
-5.92573E+00,-2.441E-02
-5.92563E+00,7.324E-02
-5.92553E+00,2.441E-02
-5.92543E+00,-2.441E-02
-5.92533E+00,-2.441E-02
-5.92523E+00,2.441E-02
-5.92513E+00,-2.441E-02
-5.92503E+00,-7.324E-02
-5.92493E+00,2.441E-02
-5.92483E+00,7.324E-02
-5.92473E+00,2.441E-02
-5.92463E+00,-1.221E-01
-5.92453E+00,-2.441E-02
-5.92443E+00,2.441E-02
-5.92432E+00,-7.324E-02
-5.92422E+00,-1.221E-01
-5.92412E+00,-2.441E-02
-5.92402E+00,-2.441E-02
-5.92392E+00,7.324E-02
-5.92382E+00,2.441E-02
-5.92372E+00,2.441E-02
-5.92362E+00,2.441E-02
-5.92352E+00,-2.441E-02
-5.92342E+00,-1.221E-01
-5.92332E+00,1.709E-01
-5.92322E+00,-2.441E-02
-5.92312E+00,-2.441E-02
-5.92302E+00,2.441E-02
-5.92292E+00,-2.441E-02
-5.92282E+00,7.324E-02
-5.92272E+00,2.441E-02
-5.92262E+00,2.441E-02
-5.92252E+00,-2.441E-02
-5.92242E+00,-2.441E-02
-5.92232E+00,7.324E-02
-5.92222E+00,-7.324E-02
-5.92212E+00,7.324E-02
-5.92202E+00,7.324E-02
-5.92192E+00,-7.324E-02
-5.92182E+00,-1.221E-01
-5.92172E+00,1.709E-01
-5.92162E+00,-2.441E-02
-5.92152E+00,7.324E-02
-5.92142E+00,-2.441E-02
-5.92132E+00,-2.441E-02
-5.92122E+00,2.441E-02
-5.92112E+00,-7.324E-02
-5.92102E+00,-2.441E-02
-5.92092E+00,-7.324E-02
-5.92082E+00,2.441E-02
-5.92072E+00,1.221E-01
-5.92062E+00,-7.324E-02
-5.92052E+00,2.441E-02
-5.92042E+00,1.709E-01
-5.92032E+00,2.441E-02
-5.92022E+00,-2.441E-02
-5.92012E+00,7.324E-02
-5.92002E+00,-2.441E-02
-5.91992E+00,-7.324E-02
-5.91982E+00,-2.441E-02
-5.91972E+00,-2.441E-02
-5.91962E+00,1.221E-01
-5.91952E+00,2.441E-02
-5.91942E+00,-2.441E-02
-5.91931E+00,2.441E-02
-5.91921E+00,2.441E-02
-5.91911E+00,7.324E-02
-5.91901E+00,2.441E-02
-5.91891E+00,-2.441E-02
-5.91881E+00,-2.441E-02
-5.91871E+00,-1.221E-01
-5.91861E+00,2.441E-02
-5.91851E+00,7.324E-02
-5.91841E+00,1.221E-01
-5.91831E+00,1.221E-01
-5.91821E+00,-2.441E-02
-5.91811E+00,1.221E-01
-5.91801E+00,1.221E-01
-5.91791E+00,-7.324E-02
-5.91781E+00,-2.197E-01
-5.91771E+00,1.709E-01
-5.91761E+00,7.324E-02
-5.91751E+00,1.221E-01
-5.91741E+00,7.324E-02
-5.91731E+00,2.441E-02
-5.91721E+00,-2.441E-02
-5.91711E+00,-1.709E-01
-5.91701E+00,-2.441E-02
-5.91691E+00,-2.441E-02
-5.91681E+00,-2.441E-02
-5.91671E+00,1.221E-01
-5.91661E+00,-1.221E-01
-5.91651E+00,-2.441E-02
-5.91641E+00,7.324E-02
-5.91631E+00,2.441E-02
-5.91621E+00,-1.221E-01
-5.91611E+00,7.324E-02
-5.91601E+00,1.221E-01
-5.91591E+00,-1.221E-01
-5.91581E+00,-1.709E-01
-5.91571E+00,2.441E-02
-5.91561E+00,-2.441E-02
-5.91551E+00,-7.324E-02
-5.91541E+00,-7.324E-02
-5.91531E+00,2.441E-02
-5.91521E+00,1.709E-01
-5.91511E+00,2.441E-02
